anchor;x;y;distance;distance_cm;channel;rssi
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-66
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-66
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-66
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-66
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-66
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-66
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
s2;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-65
